Number of Records,Year,CDE_Energy_Values,Countries
1,1976,30.972917535,Philippines
1,1976,27.866585591,Singapore
1,1976,84.119664616,South Korea
1,1976,2.426898436,Sri Lanka
1,1976,51.601945255,Taiwan
1,1976,27.577938943,Thailand
1,1976,12.052431433,Vietnam
1,1977,432.612240508,Canada
1,1977,146.514862291,Mexico
1,1977,4900.330367557,US
1,1977,97.339853687,Argentina
1,1977,157.030450311,Brazil
1,1977,19.552914065,Chile
1,1977,34.536846937,Colombia
1,1977,6.80158867,Ecuador
1,1977,20.156724927,Peru
1,1977,11.745098399,Trinidad & Tobago
1,1977,73.828927617,Venezuela
1,1977,53.840278767,Austria
1,1977,131.180533639,Belgium
1,1977,78.436930045,Bulgaria
1,1977,,Croatia
1,1977,2.503130376,Cyprus
1,1977,199.191271107,Czech Republic
1,1977,63.898609469,Denmark
1,1977,,Estonia
1,1977,52.499971406,Finland
1,1977,483.204318592,France
1,1977,1071.173301127,Germany
1,1977,67.132876007,Greece
1,1977,80.589420479,Hungary
1,1977,1.885401919,Iceland
1,1977,24.980945265,Ireland
1,1977,375.712733406,Italy
1,1977,,Latvia
1,1977,,Lithuania
1,1977,11.429219713,Luxembourg
1,1977,197.156481718,Netherlands
1,1977,,North Macedonia
1,1977,29.445351511,Norway
1,1977,417.765133204,Poland
1,1977,22.26436134,Portugal
1,1977,156.232624895,Romania
1,1977,52.778374961,Slovakia
1,1977,,Slovenia
1,1977,178.933445728,Spain
1,1977,89.288142288,Sweden
1,1977,42.113220958,Switzerland
1,1977,73.105384296,Turkey
1,1977,,Ukraine
1,1977,646.88461051,United Kingdom
1,1977,,Azerbaijan
1,1977,,Belarus
1,1977,,Kazakhstan
1,1977,,Russian Federation
1,1977,,Turkmenistan
1,1977,3059.373059187,USSR
1,1977,,Uzbekistan
1,1977,97.061630126,Iran
1,1977,16.3880524,Iraq
1,1977,19.918159322,Israel
1,1977,18.50253359,Kuwait
1,1977,3.777753882,Oman
1,1977,4.219310634,Qatar
1,1977,85.632049408,Saudi Arabia
1,1977,11.088406905,United Arab Emirates
1,1977,19.344210753,Algeria
1,1977,34.848636109,Egypt
1,1977,12.516824938,Morocco
1,1977,184.384943159,South Africa
1,1977,36.495437741,Eastern Africa
1,1977,208.399881951,Australia
1,1977,5.349365641,Bangladesh
1,1977,1293.548110576,China
1,1977,18.798891394,China Hong Kong SAR
1,1977,278.664195647,India
1,1977,48.113680522,Indonesia
1,1977,954.955391917,Japan
1,1977,17.580801956,Malaysia
1,1977,22.345531772,New Zealand
1,1977,22.696509299,Pakistan
1,1977,34.045476916,Philippines
1,1977,27.964013063,Singapore
1,1977,96.225487779,South Korea
1,1977,2.590699247,Sri Lanka
1,1977,56.195698269,Taiwan
1,1977,30.891252709,Thailand
1,1977,12.863038281,Vietnam
1,1978,418.351127045,Canada
1,1978,165.129704618,Mexico
1,1978,4844.421529952,US
1,1978,96.964559963,Argentina
1,1978,169.502127368,Brazil
1,1978,20.786603242,Chile
1,1978,35.841788785,Colombia
1,1978,6.931361159,Ecuador
1,1978,19.905696929,Peru
1,1978,10.954722946,Trinidad & Tobago
1,1978,75.134767917,Venezuela
1,1978,56.058426005,Austria
1,1978,136.772094322,Belgium
1,1978,82.095275479,Bulgaria
1,1978,,Croatia
1,1978,2.623097161,Cyprus
1,1978,201.491705594,Czech Republic
1,1978,65.658443765,Denmark
1,1978,,Estonia
1,1978,55.61925217,Finland
1,1978,499.951207058,France
1,1978,1055.220399072,Germany
1,1978,65.183689287,Greece
1,1978,85.647029394,Hungary
1,1978,2.009683535,Iceland
1,1978,26.21608445,Ireland
1,1978,376.617097394,Italy
1,1978,,Latvia
1,1978,,Lithuania
1,1978,11.877484228,Luxembourg
1,1978,183.844834831,Netherlands
1,1978,,North Macedonia
1,1978,31.35672369,Norway
1,1978,437.907812888,Poland
1,1978,23.396893203,Portugal
1,1978,169.399465566,Romania
1,1978,55.503773525,Slovakia
1,1978,,Slovenia
1,1978,172.901120656,Spain
1,1978,105.380932365,Sweden
1,1978,42.622074479,Switzerland
1,1978,77.290910706,Turkey
1,1978,,Ukraine
1,1978,637.657841288,United Kingdom
1,1978,,Azerbaijan
1,1978,,Belarus
1,1978,,Kazakhstan
1,1978,,Russian Federation
1,1978,,Turkmenistan
1,1978,3158.513880971,USSR
1,1978,,Uzbekistan
1,1978,94.384989505,Iran
1,1978,13.615715574,Iraq
1,1978,21.300781877,Israel
1,1978,20.224463679,Kuwait
1,1978,4.237309668,Oman
1,1978,4.051578041,Qatar
1,1978,94.936753293,Saudi Arabia
1,1978,12.729552855,United Arab Emirates
1,1978,24.534641816,Algeria
1,1978,36.323068799,Egypt
1,1978,13.405698221,Morocco
1,1978,181.495519942,South Africa
1,1978,35.422420129,Eastern Africa
1,1978,213.303587612,Australia
1,1978,5.814699732,Bangladesh
1,1978,1418.532586747,China
1,1978,19.570464792,China Hong Kong SAR
1,1978,278.10046906,India
1,1978,52.71912073,Indonesia
1,1978,934.186216443,Japan
1,1978,23.199317281,Malaysia
1,1978,21.060221234,New Zealand
1,1978,23.77639276,Pakistan
1,1978,35.274899086,Philippines
1,1978,28.495566357,Singapore
1,1978,103.940041965,South Korea
1,1978,3.022124589,Sri Lanka
1,1978,64.073174691,Taiwan
1,1978,34.77660877,Thailand
1,1978,13.07570627,Vietnam
1,1979,425.368630874,Canada
1,1979,180.217542258,Mexico
1,1979,4943.39697388,US
1,1979,101.391620107,Argentina
1,1979,177.737194586,Brazil
1,1979,21.542211931,Chile
1,1979,37.624094896,Colombia
1,1979,7.310104592,Ecuador
1,1979,20.675030921,Peru
1,1979,9.140964156,Trinidad & Tobago
1,1979,83.094221157,Venezuela
1,1979,58.605450752,Austria
1,1979,142.019541554,Belgium
1,1979,84.922342234,Bulgaria
1,1979,,Croatia
1,1979,2.656944471,Cyprus
1,1979,202.563345916,Czech Republic
1,1979,66.242353096,Denmark
1,1979,,Estonia
1,1979,57.577133552,Finland
1,1979,508.643727035,France
1,1979,1112.264798545,Germany
1,1979,54.0597201,Greece
1,1979,84.449202273,Hungary
1,1979,1.995649631,Iceland
1,1979,28.68604207,Ireland
1,1979,388.947775779,Italy
1,1979,,Latvia
1,1979,,Lithuania
1,1979,12.300461434,Luxembourg
1,1979,191.160767159,Netherlands
1,1979,,North Macedonia
1,1979,32.595703785,Norway
1,1979,444.203909344,Poland
1,1979,25.000377445,Portugal
1,1979,174.23981582,Romania
1,1979,56.539888693,Slovakia
1,1979,,Slovenia
1,1979,185.002056334,Spain
1,1979,114.00707917,Sweden
1,1979,41.038532386,Switzerland
1,1979,71.884304699,Turkey
1,1979,,Ukraine
1,1979,659.292097571,United Kingdom
1,1979,,Azerbaijan
1,1979,,Belarus
1,1979,,Kazakhstan
1,1979,,Russian Federation
1,1979,,Turkmenistan
1,1979,3217.76410028,USSR
1,1979,,Uzbekistan
1,1979,103.058999112,Iran
1,1979,16.655712028,Iraq
1,1979,23.417789231,Israel
1,1979,24.473775206,Kuwait
1,1979,4.759439844,Oman
1,1979,9.440375813,Qatar
1,1979,115.840799072,Saudi Arabia
1,1979,15.196826198,United Arab Emirates
1,1979,32.111406676,Algeria
1,1979,40.109473171,Egypt
1,1979,14.552255922,Morocco
1,1979,189.55451652,South Africa
1,1979,35.334233014,Eastern Africa
1,1979,221.763659532,Australia
1,1979,6.424315141,Bangladesh
1,1979,1458.454220747,China
1,1979,19.980849945,China Hong Kong SAR
1,1979,297.378584529,India
1,1979,60.979434675,Indonesia
1,1979,959.688701734,Japan
1,1979,28.391454711,Malaysia
1,1979,19.650275418,New Zealand
1,1979,25.815127106,Pakistan
1,1979,36.336381855,Philippines
1,1979,30.353818222,Singapore
1,1979,119.155492141,South Korea
1,1979,3.116052316,Sri Lanka
1,1979,66.157352048,Taiwan
1,1979,36.073547512,Thailand
1,1979,13.894149178,Vietnam
1,1980,434.82262571,Canada
1,1980,198.113184591,Mexico
1,1980,4773.491198962,US
1,1980,98.1037023,Argentina
1,1980,176.875389531,Brazil
1,1980,22.092953377,Chile
1,1980,37.407386776,Colombia
1,1980,9.148146242,Ecuador
1,1980,22.227533916,Peru
1,1980,8.572896591,Trinidad & Tobago
1,1980,95.305102107,Venezuela
1,1980,57.124442609,Austria
1,1980,135.792789682,Belgium
1,1980,89.136716402,Bulgaria
1,1980,,Croatia
1,1980,2.685393983,Cyprus
1,1980,195.471126297,Czech Republic
1,1980,66.177681976,Denmark
1,1980,,Estonia
1,1980,57.644009925,Finland
1,1980,484.232997699,France
1,1980,1077.228928634,Germany
1,1980,52.938840272,Greece
1,1980,83.195707615,Hungary
1,1980,1.885669713,Iceland
1,1980,27.372364916,Ireland
1,1980,384.287911292,Italy
1,1980,,Latvia
1,1980,,Lithuania
1,1980,11.401738634,Luxembourg
1,1980,180.747654289,Netherlands
1,1980,,North Macedonia
1,1980,29.979882549,Norway
1,1980,466.097365281,Poland
1,1980,26.436376226,Portugal
1,1980,174.48270338,Romania
1,1980,56.654957512,Slovakia
1,1980,,Slovenia
1,1980,205.751671909,Spain
1,1980,100.951092278,Sweden
1,1980,41.656065488,Switzerland
1,1980,74.896556165,Turkey
1,1980,,Ukraine
1,1980,606.811651878,United Kingdom
1,1980,,Azerbaijan
1,1980,,Belarus
1,1980,,Kazakhstan
1,1980,,Russian Federation
1,1980,,Turkmenistan
1,1980,3237.444267947,USSR
1,1980,,Uzbekistan
1,1980,95.781182563,Iran
1,1980,22.587345952,Iraq
1,1980,23.563466984,Israel
1,1980,20.179128615,Kuwait
1,1980,3.940745867,Oman
1,1980,10.293112694,Qatar
1,1980,97.91806081,Saudi Arabia
1,1980,25.919869152,United Arab Emirates
1,1980,38.51578477,Algeria
1,1980,45.67813525,Egypt
1,1980,14.918200455,Morocco
1,1980,202.543589202,South Africa
1,1980,37.451028599,Eastern Africa
1,1980,223.398769664,Australia
1,1980,7.322419484,Bangladesh
1,1980,1471.209661343,China
1,1980,20.456704938,China Hong Kong SAR
1,1980,311.219451422,India
1,1980,67.346835892,Indonesia
1,1980,931.742874205,Japan
1,1980,30.498227043,Malaysia
1,1980,19.134067951,New Zealand
1,1980,27.821318568,Pakistan
1,1980,34.66643941,Philippines
1,1980,30.148087861,Singapore
1,1980,123.404670596,South Korea
1,1980,3.1949781,Sri Lanka
1,1980,71.936657845,Taiwan
1,1980,37.713995809,Thailand
1,1980,14.9397866,Vietnam
1,1981,415.328900703,Canada
1,1981,210.956655031,Mexico
1,1981,4611.311693598,US
1,1981,93.448190098,Argentina
1,1981,168.485433009,Brazil
1,1981,22.531936231,Chile
1,1981,38.498272058,Colombia
1,1981,10.029040633,Ecuador
1,1981,22.776774874,Peru
1,1981,9.581507365,Trinidad & Tobago
1,1981,99.1500522,Venezuela
1,1981,53.728958547,Austria
1,1981,129.060805485,Belgium
1,1981,85.465490667,Bulgaria
1,1981,,Croatia
1,1981,2.54292203,Cyprus
1,1981,194.629598295,Czech Republic
1,1981,58.92065794,Denmark
1,1981,,Estonia
1,1981,48.712804057,Finland
1,1981,441.395277676,France
1,1981,1041.981579848,Germany
1,1981,52.596256761,Greece
1,1981,82.282736584,Hungary
1,1981,1.882387852,Iceland
1,1981,26.449154455,Ireland
1,1981,375.611477927,Italy
1,1981,,Latvia
1,1981,,Lithuania
1,1981,9.640139034,Luxembourg
1,1981,173.914714833,Netherlands
1,1981,,North Macedonia
1,1981,28.341491869,Norway
1,1981,419.544607593,Poland
1,1981,28.428246087,Portugal
1,1981,174.431612841,Romania
1,1981,55.758532359,Slovakia
1,1981,,Slovenia
1,1981,208.352589326,Spain
1,1981,90.039135087,Sweden
1,1981,39.409650254,Switzerland
1,1981,74.427915558,Turkey
1,1981,,Ukraine
1,1981,585.799303141,United Kingdom
1,1981,,Azerbaijan
1,1981,,Belarus
1,1981,,Kazakhstan
1,1981,,Russian Federation
1,1981,,Turkmenistan
1,1981,3275.406633211,USSR
1,1981,,Uzbekistan
1,1981,97.609111644,Iran
1,1981,22.906218052,Iraq
1,1981,24.106389305,Israel
1,1981,26.133157137,Kuwait
1,1981,4.074573765,Oman
1,1981,10.035791439,Qatar
1,1981,110.45054613,Saudi Arabia
1,1981,29.945488073,United Arab Emirates
1,1981,46.310180659,Algeria
1,1981,52.515932235,Egypt
1,1981,14.884089795,Morocco
1,1981,235.321135337,South Africa
1,1981,35.806699635,Eastern Africa
1,1981,225.124169609,Australia
1,1981,7.463858722,Bangladesh
1,1981,1448.532750633,China
1,1981,21.849400361,China Hong Kong SAR
1,1981,341.301665211,India
1,1981,74.791827996,Indonesia
1,1981,926.6405779,Japan
1,1981,31.6907525,Malaysia
1,1981,18.804875478,New Zealand
1,1981,29.645649243,Pakistan
1,1981,33.032651787,Philippines
1,1981,34.732220374,Singapore
1,1981,131.475027699,South Korea
1,1981,3.763687994,Sri Lanka
1,1981,63.148554957,Taiwan
1,1981,36.761543642,Thailand
1,1981,15.196125101,Vietnam
1,1982,402.653182102,Canada
1,1982,221.3253736,Mexico
1,1982,4374.597181243,US
1,1982,93.768578435,Argentina
1,1982,168.807194587,Brazil
1,1982,19.214764441,Chile
1,1982,39.951172119,Colombia
1,1982,10.922042039,Ecuador
1,1982,22.500239353,Peru
1,1982,9.918522846,Trinidad & Tobago
1,1982,99.790520798,Venezuela
1,1982,51.152576615,Austria
1,1982,121.870543059,Belgium
1,1982,87.046276687,Bulgaria
1,1982,,Croatia
1,1982,3.074580017,Cyprus
1,1982,191.928386002,Czech Republic
1,1982,57.397613555,Denmark
1,1982,,Estonia
1,1982,47.060101846,Finland
1,1982,417.910453149,France
1,1982,1000.705997597,Germany
1,1982,52.584448019,Greece
1,1982,82.741890116,Hungary
1,1982,1.721086589,Iceland
1,1982,26.058632277,Ireland
1,1982,371.093971151,Italy
1,1982,,Latvia
1,1982,,Lithuania
1,1982,9.03388451,Luxembourg
1,1982,168.019021492,Netherlands
1,1982,,North Macedonia
1,1982,27.169650436,Norway
1,1982,428.794990949,Poland
1,1982,28.482829855,Portugal
1,1982,172.400746548,Romania
1,1982,54.91203316,Slovakia
1,1982,,Slovenia
1,1982,207.80854591,Spain
1,1982,83.971002502,Sweden
1,1982,37.254491704,Switzerland
1,1982,81.716553191,Turkey
1,1982,,Ukraine
1,1982,569.548832737,United Kingdom
1,1982,,Azerbaijan
1,1982,,Belarus
1,1982,,Kazakhstan
1,1982,,Russian Federation
1,1982,,Turkmenistan
1,1982,3340.236653734,USSR
1,1982,,Uzbekistan
1,1982,110.009332406,Iran
1,1982,23.867201046,Iraq
1,1982,25.388401385,Israel
1,1982,26.749876946,Kuwait
1,1982,5.703720491,Oman
1,1982,11.389808822,Qatar
1,1982,122.590103314,Saudi Arabia
1,1982,32.513667239,United Arab Emirates
1,1982,54.258441726,Algeria
1,1982,59.050965215,Egypt
1,1982,15.473281957,Morocco
1,1982,255.260003077,South Africa
1,1982,35.138054674,Eastern Africa
1,1982,226.176966877,Australia
1,1982,7.851134529,Bangladesh
1,1982,1512.362043292,China
1,1982,24.660754564,China Hong Kong SAR
1,1982,343.631063229,India
1,1982,76.867668449,Indonesia
1,1982,873.961325316,Japan
1,1982,33.81326015,Malaysia
1,1982,20.383261966,New Zealand
1,1982,31.912594196,Pakistan
1,1982,31.867138097,Philippines
1,1982,33.678260882,Singapore
1,1982,131.729036024,South Korea
1,1982,4.275946047,Sri Lanka
1,1982,60.906222724,Taiwan
1,1982,36.384259876,Thailand
1,1982,16.357117667,Vietnam
1,1983,384.454946348,Canada
1,1983,217.800391674,Mexico
1,1983,4358.71407465,US
1,1983,96.081955834,Argentina
1,1983,163.549336907,Brazil
1,1983,19.404303902,Chile
1,1983,42.500596586,Colombia
1,1983,10.06015758,Ecuador
1,1983,19.481858674,Peru
1,1983,8.966573585,Trinidad & Tobago
1,1983,98.321957551,Venezuela
1,1983,50.330722955,Austria
1,1983,109.183014477,Belgium
1,1983,85.980120827,Bulgaria
1,1983,,Croatia
1,1983,3.22491259,Cyprus
1,1983,191.69812386,Czech Republic
1,1983,54.393063175,Denmark
1,1983,,Estonia
1,1983,45.317152717,Finland
1,1983,401.031818958,France
1,1983,1014.693242998,Germany
1,1983,54.844529335,Greece
1,1983,78.90777891,Hungary
1,1983,1.749798114,Iceland
1,1983,25.744902626,Ireland
1,1983,352.453918933,Italy
1,1983,,Latvia
1,1983,,Lithuania
1,1983,8.420359463,Luxembourg
1,1983,164.728782014,Netherlands
1,1983,,North Macedonia
1,1983,27.133701448,Norway
1,1983,429.855480122,Poland
1,1983,29.569001244,Portugal
1,1983,174.179765179,Romania
1,1983,54.742146056,Slovakia
1,1983,,Slovenia
1,1983,209.960662539,Spain
1,1983,74.120522972,Sweden
1,1983,40.802680425,Switzerland
1,1983,87.474059619,Turkey
1,1983,,Ukraine
1,1983,563.433833085,United Kingdom
1,1983,,Azerbaijan
1,1983,,Belarus
1,1983,,Kazakhstan
1,1983,,Russian Federation
1,1983,,Turkmenistan
1,1983,3381.343245247,USSR
1,1983,,Uzbekistan
1,1983,130.793136857,Iran
1,1983,26.887813862,Iraq
1,1983,25.951788252,Israel
1,1983,29.815814589,Kuwait
1,1983,5.144301251,Oman
1,1983,12.185909945,Qatar
1,1983,133.888618183,Saudi Arabia
1,1983,31.427784345,United Arab Emirates
1,1983,59.032390567,Algeria
1,1983,64.877856902,Egypt
1,1983,16.224427328,Morocco
1,1983,257.136295095,South Africa
1,1983,34.132420208,Eastern Africa
1,1983,225.188480414,Australia
1,1983,7.482268837,Bangladesh
1,1983,1607.696353892,China
1,1983,27.007361678,China Hong Kong SAR
1,1983,366.577819388,India
1,1983,78.484879927,Indonesia
1,1983,874.513220209,Japan
1,1983,38.574464302,Malaysia
1,1983,20.495893374,New Zealand
1,1983,34.204063864,Pakistan
1,1983,33.778765524,Philippines
1,1983,35.722472721,Singapore
1,1983,138.038748574,South Korea
1,1983,4.667955816,Sri Lanka
1,1983,66.750146397,Taiwan
1,1983,40.438465516,Thailand
1,1983,17.338861058,Vietnam
1,1984,404.573850021,Canada
1,1984,226.499475691,Mexico
1,1984,4557.803049282,US
1,1984,92.900759023,Argentina
1,1984,170.17735447,Brazil
1,1984,20.623244639,Chile
1,1984,42.717834973,Colombia
1,1984,10.597840487,Ecuador
1,1984,20.262412331,Peru
1,1984,8.144059336,Trinidad & Tobago
1,1984,98.379574961,Venezuela
1,1984,51.984708358,Austria
1,1984,113.138888041,Belgium
1,1984,85.011034949,Bulgaria
1,1984,,Croatia
1,1984,3.229913371,Cyprus
1,1984,196.066298441,Czech Republic
1,1984,55.306682129,Denmark
1,1984,,Estonia
1,1984,47.908160909,Finland
1,1984,386.008815667,France
1,1984,1033.068554786,Germany
1,1984,56.901161392,Greece
1,1984,80.076684238,Hungary
1,1984,1.872636279,Iceland
1,1984,25.353076012,Ireland
1,1984,353.184955124,Italy
1,1984,,Latvia
1,1984,,Lithuania
1,1984,9.159636433,Luxembourg
1,1984,169.671563592,Netherlands
1,1984,,North Macedonia
1,1984,27.56597231,Norway
1,1984,447.528059331,Poland
1,1984,28.717253632,Portugal
1,1984,171.792403497,Romania
1,1984,58.671208176,Slovakia
1,1984,,Slovenia
1,1984,200.498784994,Spain
1,1984,72.022603162,Sweden
1,1984,40.200072054,Switzerland
1,1984,91.688623688,Turkey
1,1984,,Ukraine
1,1984,543.530989204,United Kingdom
1,1984,,Azerbaijan
1,1984,,Belarus
1,1984,,Kazakhstan
1,1984,,Russian Federation
1,1984,,Turkmenistan
1,1984,3445.153788048,USSR
1,1984,,Uzbekistan
1,1984,141.452353026,Iran
1,1984,29.3851219,Iraq
1,1984,26.969156333,Israel
1,1984,31.457951326,Kuwait
1,1984,7.479016115,Oman
1,1984,13.852301292,Qatar
1,1984,156.876535372,Saudi Arabia
1,1984,38.744492511,United Arab Emirates
1,1984,56.957719137,Algeria
1,1984,70.361194361,Egypt
1,1984,16.809049666,Morocco
1,1984,276.250314555,South Africa
1,1984,34.468351868,Eastern Africa
1,1984,234.846731283,Australia
1,1984,7.595266855,Bangladesh
1,1984,1733.349401985,China
1,1984,28.06688494,China Hong Kong SAR
1,1984,388.055289188,India
1,1984,83.179888984,Indonesia
1,1984,966.023073407,Japan
1,1984,39.877449025,Malaysia
1,1984,20.64613343,New Zealand
1,1984,36.512366073,Pakistan
1,1984,29.172228822,Philippines
1,1984,36.800617853,Singapore
1,1984,151.072746054,South Korea
1,1984,3.963700643,Sri Lanka
1,1984,67.160889829,Taiwan
1,1984,44.14212143,Thailand
1,1984,17.198537941,Vietnam
1,1985,399.764465045,Canada
1,1985,233.885314518,Mexico
1,1985,4573.723317376,US
1,1985,88.535086895,Argentina
1,1985,177.5995508,Brazil
1,1985,20.245290473,Chile
1,1985,44.026786322,Colombia
1,1985,12.819310953,Ecuador
1,1985,19.583881711,Peru
1,1985,8.400688418,Trinidad & Tobago
1,1985,99.869010201,Venezuela
1,1985,53.104844205,Austria
1,1985,113.765222676,Belgium
1,1985,84.876635437,Bulgaria
1,1985,,Croatia
1,1985,3.573223626,Cyprus
1,1985,194.211293948,Czech Republic
1,1985,62.669805796,Denmark
1,1985,38.460510001,Estonia
1,1985,53.167922691,Finland
1,1985,380.867541412,France
1,1985,1040.750858069,Germany
1,1985,60.263151462,Greece
1,1985,80.326532415,Hungary
1,1985,1.873113545,Iceland
1,1985,26.85481654,Ireland
1,1985,349.971357823,Italy
1,1985,25.224327779,Latvia
1,1985,37.430727734,Lithuania
1,1985,9.401568879,Luxembourg
1,1985,172.491250141,Netherlands
1,1985,,North Macedonia
1,1985,28.902624597,Norway
1,1985,457.887065662,Poland
1,1985,27.781672167,Portugal
1,1985,172.520364034,Romania
1,1985,58.425569162,Slovakia
1,1985,,Slovenia
1,1985,193.285216121,Spain
1,1985,79.725230282,Sweden
1,1985,41.328411053,Switzerland
1,1985,100.633439793,Turkey
1,1985,663.122409753,Ukraine
1,1985,572.042316366,United Kingdom
1,1985,50.361193245,Azerbaijan
1,1985,89.616796339,Belarus
1,1985,231.177818022,Kazakhstan
1,1985,2172.980501839,Russian Federation
1,1985,33.194090377,Turkmenistan
1,1985,,USSR
1,1985,76.829357829,Uzbekistan
1,1985,154.526462963,Iran
1,1985,34.677675349,Iraq
1,1985,26.275840948,Israel
1,1985,30.707180535,Kuwait
1,1985,7.597392109,Oman
1,1985,14.686118573,Qatar
1,1985,161.543631594,Saudi Arabia
1,1985,48.218602217,United Arab Emirates
1,1985,57.612451382,Algeria
1,1985,73.136266972,Egypt
1,1985,17.173013047,Morocco
1,1985,282.050007741,South Africa
1,1985,35.996771344,Eastern Africa
1,1985,235.746921288,Australia
1,1985,8.883230637,Bangladesh
1,1985,1835.360164726,China
1,1985,29.563442161,China Hong Kong SAR
1,1985,410.414074256,India
1,1985,84.704236958,Indonesia
1,1985,943.064965357,Japan
1,1985,39.164424725,Malaysia
1,1985,21.070597648,New Zealand
1,1985,39.033572903,Pakistan
1,1985,27.499325488,Philippines
1,1985,37.267144979,Singapore
1,1985,162.193552257,South Korea
1,1985,3.574751221,Sri Lanka
1,1985,74.88349955,Taiwan
1,1985,47.020903579,Thailand
1,1985,17.358933952,Vietnam
1,1986,389.251918146,Canada
1,1986,230.360171374,Mexico
1,1986,4585.498793912,US
1,1986,101.725903386,Argentina
1,1986,191.944637207,Brazil
1,1986,20.874816526,Chile
1,1986,43.65232429,Colombia
1,1986,13.002809509,Ecuador
1,1986,20.850580046,Peru
1,1986,9.102787114,Trinidad & Tobago
1,1986,105.623148318,Venezuela
1,1986,52.756062908,Austria
1,1986,113.723639268,Belgium
1,1986,87.893583952,Bulgaria
1,1986,,Croatia
1,1986,3.698954822,Cyprus
1,1986,192.176565123,Czech Republic
1,1986,63.617419048,Denmark
1,1986,38.481199028,Estonia
1,1986,52.948915681,Finland
1,1986,370.23951897,France
1,1986,1032.427591238,Germany
1,1986,60.071905986,Greece
1,1986,78.717755285,Hungary
1,1986,1.915635908,Iceland
1,1986,28.632125972,Ireland
1,1986,360.007433498,Italy
1,1986,23.327720851,Latvia
1,1986,33.551079591,Lithuania
1,1986,9.079951681,Luxembourg
1,1986,174.283758646,Netherlands
1,1986,,North Macedonia
1,1986,31.210174558,Norway
1,1986,469.616395282,Poland
1,1986,31.311326787,Portugal
1,1986,178.011506508,Romania
1,1986,55.630000044,Slovakia
1,1986,,Slovenia
1,1986,196.60915434,Spain
1,1986,85.110964815,Sweden
1,1986,44.338224361,Switzerland
1,1986,109.693330269,Turkey
1,1986,670.970714237,Ukraine
1,1986,588.282252569,United Kingdom
1,1986,54.188087608,Azerbaijan
1,1986,102.257903679,Belarus
1,1986,236.356092111,Kazakhstan
1,1986,2211.421918796,Russian Federation
1,1986,39.232765076,Turkmenistan
1,1986,,USSR
1,1986,77.282963882,Uzbekistan
1,1986,144.380748767,Iran
1,1986,38.375669966,Iraq
1,1986,27.798767616,Israel
1,1986,34.468730278,Kuwait
1,1986,7.036776667,Oman
1,1986,16.276495723,Qatar
1,1986,158.851268898,Saudi Arabia
1,1986,58.402938406,United Arab Emirates
1,1986,60.985561378,Algeria
1,1986,74.800816897,Egypt
1,1986,17.759272888,Morocco
1,1986,283.501650325,South Africa
1,1986,39.364373691,Eastern Africa
1,1986,244.630316473,Australia
1,1986,9.734380793,Bangladesh
1,1986,1918.50653986,China
1,1986,31.216561094,China Hong Kong SAR
1,1986,439.592404337,India
1,1986,93.359436607,Indonesia
1,1986,932.990551645,Japan
1,1986,41.763616215,Malaysia
1,1986,20.774343448,New Zealand
1,1986,42.493791532,Pakistan
1,1986,27.740619682,Philippines
1,1986,43.413074439,Singapore
1,1986,173.507950075,South Korea
1,1986,3.491199211,Sri Lanka
1,1986,85.926774153,Taiwan
1,1986,48.748847793,Thailand
1,1986,18.941901949,Vietnam
1,1987,402.6425189,Canada
1,1987,239.910925896,Mexico
1,1987,4728.607226447,US
1,1987,106.428097425,Argentina
1,1987,197.710236528,Brazil
1,1987,21.593906049,Chile
1,1987,48.227645087,Colombia
1,1987,13.063830577,Ecuador
1,1987,22.475851635,Peru
1,1987,7.95388836,Trinidad & Tobago
1,1987,101.215429199,Venezuela
1,1987,53.435158723,Austria
1,1987,115.214755452,Belgium
1,1987,87.760496958,Bulgaria
1,1987,,Croatia
1,1987,4.588158363,Cyprus
1,1987,190.815461505,Czech Republic
1,1987,60.977837783,Denmark
1,1987,38.960292913,Estonia
1,1987,55.64721121,Finland
1,1987,362.550370531,France
1,1987,1025.872609647,Germany
1,1987,67.032454139,Greece
1,1987,80.050348492,Hungary
1,1987,1.987785342,Iceland
1,1987,29.743970056,Ireland
1,1987,375.397785444,Italy
1,1987,20.321346759,Latvia
1,1987,36.001398886,Lithuania
1,1987,8.294622049,Luxembourg
1,1987,181.868692357,Netherlands
1,1987,,North Macedonia
1,1987,30.40441057,Norway
1,1987,486.049133737,Poland
1,1987,31.938242582,Portugal
1,1987,186.186176144,Romania
1,1987,56.683186104,Slovakia
1,1987,,Slovenia
1,1987,203.776356853,Spain
1,1987,74.336047925,Sweden
1,1987,41.921855461,Switzerland
1,1987,119.083038049,Turkey
1,1987,679.303983481,Ukraine
1,1987,591.690395848,United Kingdom
1,1987,52.180742106,Azerbaijan
1,1987,102.675485451,Belarus
1,1987,240.973925561,Kazakhstan
1,1987,2268.981440375,Russian Federation
1,1987,39.03941783,Turkmenistan
1,1987,,USSR
1,1987,80.959278575,Uzbekistan
1,1987,153.447567586,Iran
1,1987,43.916662375,Iraq
1,1987,30.552533588,Israel
1,1987,32.360314993,Kuwait
1,1987,7.944824768,Oman
1,1987,16.486011845,Qatar
1,1987,168.295869569,Saudi Arabia
1,1987,64.928246998,United Arab Emirates
1,1987,62.674556869,Algeria
1,1987,78.604332811,Egypt
1,1987,18.212554391,Morocco
1,1987,290.727864051,South Africa
1,1987,41.586404067,Eastern Africa
